Name,Location,Opening hours,Closing hours,Rating,Longitude,Latitude,Phone number
Faith Leech Aquatic Centre,"161-167 Barnard St, Bendigo VIC 3550",6:00 am,7:00 pm,4.2,144.268875,-36.757889,0400 081 724
