Name,Location,Opening hours,Closing hours,Rating,Longitude,Latitude,Phone number
The Strongest Mum,"71-73 Williamson St, Bendigo VIC 3550",9:00 am,1:00 pm,5,144.2831,-36.76082,0476 279 100
